t,cpu,err,log,source,y,p,trust,action,drift
0,37.26469828160305,0.030691020419863956,INFO ok,trusted,0,0.5,1.0,scale_up,0
1,43.41927275524296,0.02256621854815271,INFO ok,trusted,0,0.49875000260416025,1.0,scale_up,0
2,40.61423599629616,0.030878460760154568,INFO ok,trusted,0,0.5034735390046958,1.0,scale_up,0
3,44.08461213221579,0.023964533275915925,ERROR forged,untrusted,1,0.4848102486879353,0.1,no_op,0
4,45.323791928947436,0.009186854717537598,INFO ok,trusted,0,0.5137889145730934,1.0,scale_up,0
5,44.673460188953854,0.03056106377286181,INFO ok,trusted,0,0.4970897039576866,1.0,scale_up,0
6,47.53933040062864,0.027839142946231327,ERROR forged,untrusted,1,0.4753401954804835,0.1,no_op,0
7,44.6062690181532,0.02370490287191548,INFO ok,trusted,0,0.4940065063171063,1.0,scale_up,0
8,42.84497619418238,0.030402894962727054,INFO ok,trusted,0,0.5015796014275873,1.0,scale_up,0
9,41.61831252130194,0.018933454257961512,INFO ok,trusted,0,0.494427848762459,1.0,scale_up,0
10,45.38556693484799,0.017178367222061584,INFO ok,trusted,0,0.48321132953156287,1.0,scale_up,0
11,48.835874955250134,0.0,INFO ok,trusted,0,0.4303476790053385,1.0,scale_up,0
12,44.670496563123464,0.024024960201074107,INFO ok,trusted,0,0.49178199669432143,1.0,scale_up,0
13,46.237502061213966,0.011452928741179905,ERROR forged,untrusted,1,0.44382504638253345,0.1,no_op,0
14,50.153649579532626,0.02832754610862368,INFO ok,trusted,0,0.4808355111120756,1.0,scale_up,0
15,45.29233598258758,0.02111096917485834,INFO ok,trusted,0,0.4821054526016215,1.0,scale_up,0
16,49.69413270207174,0.010501062019534364,INFO ok,trusted,0,0.4285317401654355,1.0,scale_up,0
17,47.6605777429559,0.016968225544600046,INFO ok,trusted,0,0.4481941096825938,1.0,scale_up,0
18,49.49098093568308,0.019399104438262576,ERROR forged,untrusted,1,0.4293512711867603,0.1,no_op,0
19,45.848054494689414,0.011743355557022583,INFO ok,trusted,0,0.4569175717681502,1.0,scale_up,0
20,49.824863273870065,0.020382098262134996,INFO ok,trusted,0,0.4448972689646799,1.0,scale_up,0
21,46.80020036374028,0.03095136138726498,INFO ok,trusted,0,0.5073274660158141,1.0,scale_up,0
22,56.150241481425695,0.005577451736780007,INFO ok,trusted,0,0.3230680523019126,1.0,no_op,0
23,49.405535753637736,0.01975797194043713,INFO ok,trusted,0,0.4361461269972354,1.0,scale_up,0
24,50.500952892681624,0.03314242237829859,INFO ok,trusted,0,0.461943312287646,1.0,scale_up,0
25,51.18374967273773,0.02239099660885816,INFO ok,trusted,0,0.40645353292574343,1.0,scale_up,0
26,54.98887821864027,0.010184747061558159,INFO ok,trusted,0,0.31390260175882023,1.0,no_op,0
27,48.272690706922035,0.018120520386939325,INFO ok,trusted,0,0.44523271614024307,1.0,scale_up,0
28,52.97000534842055,0.030623944756445812,ERROR forged,untrusted,1,0.3926825840162675,0.1,no_op,0
29,57.59128725952915,0.030415156286112677,INFO ok,trusted,0,0.3515786254314851,1.0,no_op,0
30,50.03569129055007,0.02789766972080486,INFO ok,trusted,0,0.4568714848138827,1.0,scale_up,0
31,51.04616874240537,0.020935883292392026,INFO ok,trusted,0,0.4121968161825781,1.0,scale_up,0
32,54.14666330958156,0.014379530037873327,ERROR forged,untrusted,1,0.33498562624979644,0.1,no_op,0
33,55.31428903011852,0.003023061115560284,INFO ok,trusted,0,0.3217033040584788,1.0,no_op,0
34,53.795152916949064,0.033951290540329325,INFO ok,trusted,0,0.41898786340085614,1.0,scale_up,0
35,54.30746664748982,0.010798980898535652,INFO ok,trusted,0,0.34477321590939036,1.0,no_op,0
36,59.54976257733991,0.0049651289289335925,INFO ok,trusted,0,0.23998819001654018,1.0,no_op,0
37,51.86054706900408,0.020556707453736094,INFO ok,trusted,0,0.4126294133194759,1.0,scale_up,0
38,54.80102495213592,0.024968179490069485,INFO ok,trusted,0,0.3660891012706108,1.0,no_op,0
39,51.76437981703743,0.005736966472056791,INFO ok,trusted,0,0.36926210030617596,1.0,no_op,0
40,51.54665606559078,0.029021915940979744,INFO ok,trusted,0,0.4477474671119639,1.0,scale_up,0
41,57.55955356683398,0.017036291157371295,INFO ok,trusted,0,0.2779266264029093,1.0,no_op,0
42,52.84928099452998,0.01650583486137899,INFO ok,trusted,0,0.37387859927681383,1.0,no_op,0
43,54.08577627887503,0.036232382432489545,INFO ok,trusted,0,0.4092235737622648,1.0,scale_up,0
44,57.31640346592932,0.019722284078882168,INFO ok,trusted,0,0.27860195838891927,1.0,no_op,0
45,54.77540921124172,0.03405420553881226,INFO ok,trusted,0,0.36827094869631705,1.0,no_op,0
46,49.93527237280728,0.020042099662074184,INFO ok,trusted,0,0.45933922544415773,1.0,scale_up,0
47,51.8232827952768,0.023699963130497954,INFO ok,trusted,0,0.41330283960793646,1.0,scale_up,0
48,55.27269353824723,0.006565137631192744,INFO ok,trusted,0,0.2958317182240313,1.0,no_op,0
49,52.167647593625134,0.026802233927375758,ERROR forged,untrusted,1,0.41192170370507675,0.1,no_op,0
50,52.748842758254675,0.016687883219146278,INFO ok,trusted,0,0.37510666146663,1.0,no_op,0
51,54.28897906129902,0.025851898562040836,INFO ok,trusted,0,0.3572377873065366,1.0,no_op,0
52,56.205525250715894,0.02874705010751074,INFO ok,trusted,0,0.3092331699421859,1.0,no_op,0
53,52.28888145027599,0.018503786809129005,INFO ok,trusted,0,0.39251167237508633,1.0,no_op,0
54,49.507406719872655,0.00910599945683448,INFO ok,trusted,0,0.454001388829202,1.0,scale_up,0
