t,cpu,err,log,source,y,p,trust,action,drift
0,44.8341836803468,0.018940369667377083,INFO ok,trusted,0,0.5,1.0,scale_up,0
1,37.879094547356054,0.02621319750685988,INFO ok,trusted,0,0.49875000260416025,1.0,scale_up,0
2,36.51949196161364,0.01114264650009738,INFO ok,trusted,0,0.5084335408650199,1.0,scale_up,0
3,37.967120113822006,0.014561051804708175,INFO ok,trusted,0,0.4894869107616821,1.0,scale_up,0
4,43.00744417912635,0.012892673819043687,INFO ok,trusted,0,0.5071128757483322,1.0,scale_up,0
5,42.58581320860379,0.03254117825265923,INFO ok,trusted,0,0.5280622954486945,1.0,scale_up,0
6,45.371375399591415,0.02764342147441239,INFO ok,trusted,0,0.4972931280581926,1.0,scale_up,0
7,45.938921016851616,0.01913560781377562,INFO ok,trusted,0,0.48751646427827533,1.0,scale_up,0
8,46.82125325700676,0.019844213637863935,INFO ok,trusted,0,0.47494896744828186,1.0,scale_up,0
9,43.60859928870257,0.01872600604886388,INFO ok,trusted,0,0.48388793306534106,1.0,scale_up,0
10,47.11286379289423,0.02042088957680242,INFO ok,trusted,0,0.46083525177474016,1.0,scale_up,0
11,42.95158873752527,0.014822592587766612,INFO ok,trusted,0,0.4900187564776622,1.0,scale_up,0
12,50.357638793240525,0.01575511171215537,INFO ok,trusted,0,0.427069761916143,1.0,scale_up,0
13,49.33478943540783,0.025926288366975973,INFO ok,trusted,0,0.43264644428822646,1.0,scale_up,0
14,51.09715001610233,0.020101348671335423,INFO ok,trusted,0,0.4048325051886605,1.0,scale_up,0
15,52.985149815792255,0.028358710831951676,INFO ok,trusted,0,0.3761466956958149,1.0,no_op,0
16,52.01870336084197,0.0008100634816297844,INFO ok,trusted,0,0.41698020956848153,1.0,scale_up,0
17,45.312904671282446,0.019700970412020805,INFO ok,trusted,0,0.4803063822283192,1.0,scale_up,0
18,53.94113145220231,0.013022238711190383,INFO ok,trusted,0,0.35375833131867995,1.0,no_op,0
19,52.967196321398134,0.016281059357088706,INFO ok,trusted,0,0.36774579376165306,1.0,no_op,0
20,50.40102586990014,0.023310898984783886,INFO ok,trusted,0,0.4147947712491705,1.0,scale_up,0
21,51.319693740711955,0.02756361248318884,INFO ok,trusted,0,0.39968023480962916,1.0,no_op,0
22,48.55748713798664,0.007958937562687583,INFO ok,trusted,0,0.43799520229518984,1.0,scale_up,0
23,47.1181364840569,0.02786216800497625,INFO ok,trusted,0,0.4760516241774326,1.0,scale_up,0
24,55.80405711017315,0.014743485140821782,INFO ok,trusted,0,0.3046555875682648,1.0,no_op,0
25,55.95517985880827,0.027323036730363237,INFO ok,trusted,0,0.30924875699804055,1.0,no_op,0
26,54.980858899736845,0.024354658766374184,INFO ok,trusted,0,0.323454356144612,1.0,no_op,0
27,54.44511411832546,0.013390603580468736,INFO ok,trusted,0,0.33549164309390195,1.0,no_op,0
28,50.66748857109386,0.03182002324197294,INFO ok,trusted,0,0.41126053243368144,1.0,scale_up,0
29,56.88402585705914,0.01765183714301138,INFO ok,trusted,0,0.28427009208267623,1.0,no_op,0
30,53.27626345503685,0.021352048612834924,INFO ok,trusted,0,0.35525230029537547,1.0,no_op,0
31,56.36092645462392,0.03424656552296429,INFO ok,trusted,0,0.2789055153924045,1.0,no_op,0
32,55.33305630015746,0.03879750193436601,INFO ok,trusted,0,0.28376577496865796,1.0,no_op,0
33,51.991953741588,0.026937644676166175,INFO ok,trusted,0,0.37346919748279206,1.0,no_op,0
34,57.10522305931187,0.016902460539305723,INFO ok,trusted,0,0.28396081372288773,1.0,no_op,0
35,51.64542776978579,0.024874529401918814,INFO ok,trusted,0,0.3895219282476819,1.0,no_op,0
36,54.427527459060855,0.020679779082373353,INFO ok,trusted,0,0.33201955972078645,1.0,no_op,0
37,57.25535240930508,0.026546095649041077,INFO ok,trusted,0,0.25040211513391814,1.0,no_op,0
38,51.70229234980742,0.021118240561660315,INFO ok,trusted,0,0.4042018066442565,1.0,scale_up,0
