t,cpu,err,log,source,y,p,trust,action,drift
0,38.400445240435594,0.01927815590816603,INFO ok,trusted,0,0.5,1.0,scale_up,0
1,38.01603702423916,0.024590021144423428,INFO ok,trusted,0,0.49875000260416025,1.0,scale_up,0
2,36.56014862336181,0.021651547788194656,INFO ok,trusted,0,0.4449327330375304,1.0,scale_up,0
3,40.8524835982195,0.02198767143987791,INFO ok,trusted,0,0.5549572628298606,1.0,scale_up,0
4,45.38219898271112,0.018199577434447303,INFO ok,trusted,0,0.5277174627724589,1.0,scale_up,0
5,41.473082643002,0.012617618581839705,INFO ok,trusted,0,0.4812784873191367,1.0,scale_up,0
6,40.26700761779394,0.02372750765055149,INFO ok,trusted,0,0.5065752230307632,1.0,scale_up,0
7,47.04517817014938,0.01688208596013154,INFO ok,trusted,0,0.45837978830736026,1.0,scale_up,0
8,47.97632235856168,0.02943545794000426,INFO ok,trusted,0,0.48103600465656093,1.0,scale_up,0
9,48.88900969676614,0.0255075366634638,INFO ok,trusted,0,0.4357686270039186,1.0,scale_up,0
10,48.32148368874792,0.033588083227908384,INFO ok,trusted,0,0.4265596204787944,1.0,scale_up,0
11,43.85395872224973,0.04383677103686588,INFO ok,trusted,0,0.4246850078008879,1.0,scale_up,0
12,51.59846267460202,0.010262467548637496,INFO ok,trusted,0,0.44164901341078355,1.0,scale_up,0
13,52.169541433269444,0.0082140567505499,INFO ok,trusted,0,0.41807925119450134,1.0,scale_up,0
14,44.587492607464505,0.021874547966510817,INFO ok,trusted,0,0.4805283612141453,1.0,scale_up,0
15,53.287481079195196,0.013297234982403207,INFO ok,trusted,0,0.3762669883954809,1.0,no_op,0
16,46.51575015326233,0.02387045750274227,INFO ok,trusted,0,0.45711408114770097,1.0,scale_up,0
17,53.31574648970678,0.015608665976814928,INFO ok,trusted,0,0.3658764692159957,1.0,no_op,0
18,50.32698509955675,0.02181315031167655,INFO ok,trusted,0,0.40450947619814354,1.0,scale_up,0
19,54.82967241807961,0.0115793206345137,INFO ok,trusted,0,0.3395046559588333,1.0,no_op,0
