t,cpu,err,log,source,y,p,trust,action,drift
0,39.06132529954452,0.02410573860272422,INFO ok,trusted,0,0.5,1.0,scale_up,0
1,45.018879452104144,0.01775065942706065,INFO ok,trusted,0,0.49875000260416025,1.0,scale_up,0
2,41.74132349346806,0.027260284686133784,INFO ok,trusted,0,0.5105505187915931,1.0,scale_up,0
3,39.04481588850639,0.02748310928618609,INFO ok,trusted,0,0.5024777579517428,1.0,scale_up,0
4,38.27989349614062,0.0333528703642006,INFO ok,trusted,0,0.4815986364811139,1.0,scale_up,0
5,40.450681046239374,0.010553278869467445,INFO ok,trusted,0,0.5376306501235945,1.0,scale_up,0
6,45.924657675465525,0.03650048698468662,INFO ok,trusted,0,0.5006045071073619,1.0,scale_up,0
7,44.88206333242537,0.02305058817508566,INFO ok,trusted,0,0.48928529099999035,1.0,scale_up,0
8,44.63517554997931,0.02997726166869921,INFO ok,trusted,0,0.4729300394887183,1.0,scale_up,0
9,43.4659501678706,0.03377475752595149,INFO ok,trusted,0,0.4661894274466157,1.0,scale_up,0
10,48.07923251022971,0.02038535208338647,INFO ok,trusted,0,0.4639413850971864,1.0,scale_up,0
11,42.08964295152722,0.02085069228221991,INFO ok,trusted,0,0.5031231670304546,1.0,scale_up,0
12,45.64412196344398,0.027008635993198363,INFO ok,trusted,0,0.4561379436364768,1.0,scale_up,0
13,45.940915148664615,0.02482780429194567,INFO ok,trusted,0,0.45273875544752956,1.0,scale_up,0
14,51.34216311161792,0.029847870202838554,INFO ok,trusted,0,0.3735231391702444,1.0,no_op,0
15,46.72095563847696,0.007195879555926503,INFO ok,trusted,0,0.4827959871394146,1.0,scale_up,0
16,52.31165164488877,0.019649201361560165,INFO ok,trusted,0,0.35674309339961696,1.0,no_op,0
17,47.89050433397014,0.02562365566547335,INFO ok,trusted,0,0.42437483623710265,1.0,scale_up,0
18,49.30335479981305,0.030213243187190604,INFO ok,trusted,0,0.3986700856104828,1.0,no_op,0
19,51.41737262867908,0.023327349069484006,INFO ok,trusted,0,0.359538753626593,1.0,no_op,0
20,46.121305664101925,0.012129974206922552,INFO ok,trusted,0,0.4623851379896057,1.0,scale_up,0
21,47.82061446818597,0.03578097955312076,INFO ok,trusted,0,0.4333334481110296,1.0,scale_up,0
22,46.72500451467288,0.008602418366880107,INFO ok,trusted,0,0.44700131736288806,1.0,scale_up,0
23,47.09591522346246,0.007775420079016559,INFO ok,trusted,0,0.4175501448494706,1.0,scale_up,0
24,52.93459369741651,0.012847333136390669,INFO ok,trusted,0,0.28860438629936425,1.0,no_op,0
25,49.16011574685531,0.008348267180712852,INFO ok,trusted,0,0.356075322449323,1.0,no_op,0
26,52.05445843156065,0.047190503865725444,INFO ok,trusted,0,0.4006512903152107,1.0,scale_up,0
27,56.129508524020856,0.03202431937160236,INFO ok,trusted,0,0.24795399830753007,1.0,no_op,0
28,52.91176364330651,0.013815951220771772,INFO ok,trusted,0,0.2994153365146994,1.0,no_op,0
29,49.87278288828994,0.016571046962256867,INFO ok,trusted,0,0.3740387090405555,1.0,no_op,0
30,56.62300921034211,0.029798281144253348,INFO ok,trusted,0,0.23958131834517457,1.0,no_op,0
31,53.09269882870348,0.0,INFO ok,trusted,0,0.2738882077108872,1.0,no_op,0
32,53.86298857186724,0.03467207202107318,INFO ok,trusted,0,0.3215755636380446,1.0,no_op,0
33,52.965963095476354,0.02817263404458179,INFO ok,trusted,0,0.3263565286236839,1.0,no_op,0
34,56.39034173203552,0.020742482942390852,INFO ok,trusted,0,0.23178050964922425,1.0,no_op,0
35,53.95027924612588,0.034733717207319194,INFO ok,trusted,0,0.31661969046121435,1.0,no_op,0
36,54.27265145258148,0.03970011943125898,INFO ok,trusted,0,0.30974682847971846,1.0,no_op,0
37,50.56665184979891,0.004737325712779383,INFO ok,trusted,0,0.37321770725311076,1.0,no_op,0
38,59.47532200185717,0.008352181480284835,INFO ok,trusted,0,0.15531428221836424,1.0,no_op,0
39,51.911989892540824,0.023348129879408343,INFO ok,trusted,0,0.3611849353274494,1.0,no_op,0
40,51.88586599061792,0.012515248279266384,INFO ok,trusted,0,0.34172778667021886,1.0,no_op,0
41,55.13131233664903,0.0268063358033944,INFO ok,trusted,0,0.2755545238621241,1.0,no_op,0
42,50.82688305775474,0.031297033535293006,INFO ok,trusted,0,0.41401247153205684,1.0,scale_up,0
43,55.02096221821611,0.022284549740170294,INFO ok,trusted,0,0.26707072450550445,1.0,no_op,0
44,56.305090278948626,0.021517575336435685,INFO ok,trusted,0,0.23263095037842862,1.0,no_op,0
45,51.1849404535205,0.031592931100117724,INFO ok,trusted,0,0.4058609426426338,1.0,scale_up,0
46,52.0333444496346,0.02997608758640774,INFO ok,trusted,0,0.3699231146572297,1.0,no_op,0
47,52.77089116516518,0.0,INFO ok,trusted,0,0.3090863303356819,1.0,no_op,0
48,55.13620169242299,0.04039075462960398,INFO ok,trusted,0,0.28794437173884546,1.0,no_op,0
49,55.93101990051146,0.010665918931864896,INFO ok,trusted,0,0.2246373953224569,1.0,no_op,0
50,51.20655888527886,0.0267888373620124,INFO ok,trusted,0,0.40052589458231364,1.0,scale_up,0
51,55.13077612027558,0.01963092161945574,INFO ok,trusted,0,0.2548779646295387,1.0,no_op,0
52,57.73958356069972,0.029103882801548582,INFO ok,trusted,0,0.19337310059027835,1.0,no_op,0
53,56.07975331384883,0.004656603376358957,INFO ok,trusted,0,0.21434347940815704,1.0,no_op,0
54,56.11747292818121,0.018003846179486003,INFO ok,trusted,0,0.22724614564535,1.0,no_op,0
55,51.1806606754752,0.02689211157582503,INFO ok,trusted,0,0.4170812039780776,1.0,scale_up,0
56,52.89344448993489,0.022507602557486458,INFO ok,trusted,0,0.3404993549971213,1.0,no_op,0
57,56.010311525089406,0.009470244193595765,INFO ok,trusted,0,0.21547684891633273,1.0,no_op,0
58,47.741924651341186,0.02468107350204007,INFO ok,trusted,0,0.5628398158106345,1.0,scale_up,0
59,52.74606256939444,0.011553469504536009,INFO ok,trusted,0,0.3258530622541279,1.0,no_op,0
60,48.222899355303596,0.021073655218451257,INFO ok,trusted,0,0.5327048151530531,1.0,scale_up,0
61,49.66801491361436,0.02349222738982355,INFO ok,trusted,0,0.4733855466618028,1.0,scale_up,0
62,48.030723947034076,0.02954610271510868,INFO ok,trusted,0,0.557297978493969,1.0,scale_up,0
63,47.79493342110101,0.01556082686538508,INFO ok,trusted,0,0.5318473669625887,1.0,scale_up,0
64,44.92126678535099,0.027254434409981765,INFO ok,trusted,0,0.6690285515733466,1.0,restart_service,0
65,43.60606421815697,0.023308364415757288,INFO ok,trusted,0,0.6936676678751158,1.0,restart_service,0
66,48.95062934530023,0.022998206635737366,INFO ok,trusted,0,0.47827102819994033,1.0,scale_up,0
67,47.71686920130729,0.023627073893708564,INFO ok,trusted,0,0.5246585097945092,1.0,scale_up,0
68,49.22587679574271,0.03102943446890533,INFO ok,trusted,0,0.47832519669812446,1.0,scale_up,0
69,47.04951034187992,0.01649214510379524,INFO ok,trusted,0,0.5339288107418617,1.0,scale_up,0
70,46.95867916746121,0.018603885100517734,INFO ok,trusted,0,0.5340560700815067,1.0,scale_up,0
71,40.039553002068956,0.02566080058365473,INFO ok,trusted,0,0.7650708282080442,1.0,restart_service,0
72,40.414003864118925,0.016928252339287686,INFO ok,trusted,0,0.7029425305144164,1.0,restart_service,0
73,45.8731589908778,0.024768824737281224,INFO ok,trusted,0,0.5365595056379517,1.0,scale_up,0
74,43.42223297572428,0.010275943405821188,INFO ok,trusted,0,0.5657787688273083,1.0,scale_up,0
