t,cpu,err,log,source,y,p,trust,action,drift
0,35.09852810905971,0.009643211927298216,INFO ok,trusted,0,0.1,1.0,no_op,0
1,43.089850283541324,0.030489312397923612,INFO ok,trusted,0,0.1,1.0,no_op,0
2,44.43120882490333,0.011346774005144803,INFO ok,trusted,0,0.1,1.0,no_op,0
3,45.158116470143824,0.018423414132926856,INFO ok,trusted,0,0.1,1.0,no_op,0
4,40.63938667892772,0.021085930561595485,INFO ok,trusted,0,0.1,1.0,no_op,0
5,41.33885798752448,0.008074685684802924,INFO ok,trusted,0,0.1,1.0,no_op,0
6,46.04262257866273,0.02019802234348482,INFO ok,trusted,0,0.1,1.0,no_op,0
7,41.79508437346764,0.01893219146932231,INFO ok,trusted,0,0.1,1.0,no_op,0
8,47.879787095072004,0.008413722891236361,INFO ok,trusted,0,0.1,1.0,no_op,0
9,46.394111178430855,0.004829869334922344,INFO ok,trusted,0,0.1,1.0,no_op,0
10,41.77861388027969,0.020030937896423094,INFO ok,trusted,0,0.1,1.0,no_op,0
11,43.036998519893814,0.028644038794708563,INFO ok,trusted,0,0.1,1.0,no_op,0
12,47.66131070115929,0.007767686530688631,INFO ok,trusted,0,0.1,1.0,no_op,0
13,44.10967060559532,0.005131971781980407,INFO ok,trusted,0,0.1,1.0,no_op,0
14,44.349806022046764,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
15,52.652937701246884,0.011666822286683108,INFO ok,trusted,0,0.1,1.0,no_op,0
16,49.45041660719763,0.0401975317739038,INFO ok,trusted,0,0.1,1.0,no_op,0
17,52.04139710338502,0.022661835051681962,INFO ok,trusted,0,0.1,1.0,no_op,0
18,54.32966283128653,0.001157466410474154,INFO ok,trusted,0,0.1,1.0,no_op,0
19,53.770386599469305,0.035170884001845065,INFO ok,trusted,0,0.1,1.0,no_op,0
20,51.65437090793598,0.02350300126921774,INFO ok,trusted,0,0.1,1.0,no_op,0
21,51.9803437064913,0.03043998875276681,INFO ok,trusted,0,0.1,1.0,no_op,0
22,53.49891348961002,0.033861762218235655,INFO ok,trusted,0,0.1,1.0,no_op,0
23,47.81860795748502,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
24,51.86163262482691,0.004826769455228785,INFO ok,trusted,0,0.1,1.0,no_op,0
25,56.40504511764115,0.014390403830080344,INFO ok,trusted,0,0.1,1.0,no_op,0
26,52.00546968166157,0.012939804025606131,INFO ok,trusted,0,0.1,1.0,no_op,0
27,53.616818080351706,0.013494911134962217,INFO ok,trusted,0,0.1,1.0,no_op,0
28,58.40581305179723,0.030923885591587763,INFO ok,trusted,0,0.1,1.0,no_op,0
29,49.868278153683384,0.023229162649649488,INFO ok,trusted,0,0.1,1.0,no_op,0
30,58.1115013196527,0.01751737708876977,INFO ok,trusted,0,0.1,1.0,no_op,0
31,57.44782421991982,0.023848419786645307,INFO ok,trusted,0,0.1,1.0,no_op,0
32,53.503387948136066,0.024532849504718606,INFO ok,trusted,0,0.1,1.0,no_op,0
33,51.86531109061724,0.018377990760507796,INFO ok,trusted,0,0.1,1.0,no_op,0
34,57.23783762194075,0.03460655845535056,INFO ok,trusted,0,0.1,1.0,no_op,0
35,52.749414500732065,0.0215137989476026,INFO ok,trusted,0,0.1,1.0,no_op,0
36,56.21587607743282,0.01968957160319442,INFO ok,trusted,0,0.1,1.0,no_op,0
37,50.54259981289374,0.02399011558943566,INFO ok,trusted,0,0.1,1.0,no_op,0
38,59.037910617979264,0.00018011372067121972,INFO ok,trusted,0,0.1,1.0,no_op,0
39,59.6321636958403,0.023410978519276343,INFO ok,trusted,0,0.1,1.0,no_op,0
40,57.256127790286364,0.030452177060892212,INFO ok,trusted,0,0.1,1.0,no_op,0
41,51.814841160742915,0.00735212579559066,INFO ok,trusted,0,0.1,1.0,no_op,0
42,55.80392022096636,0.01700671665621191,INFO ok,trusted,0,0.1,1.0,no_op,0
43,57.3119970118767,0.03170903728668266,INFO ok,trusted,0,0.1,1.0,no_op,0
44,53.86698458991689,0.026462642812348013,INFO ok,trusted,0,0.1,1.0,no_op,0
45,54.91787301705405,0.018365213500403876,INFO ok,trusted,0,0.1,1.0,no_op,0
46,51.33114262184898,0.002061934975627077,INFO ok,trusted,0,0.1,1.0,no_op,0
47,50.22600811361292,0.04026122369980201,INFO ok,trusted,0,0.1,1.0,no_op,0
48,54.2302948108143,0.03720267701323307,INFO ok,trusted,0,0.1,1.0,no_op,0
49,57.42885159362764,0.022981972564970324,INFO ok,trusted,0,0.1,1.0,no_op,0
50,58.53725330381327,0.020513031096184672,INFO ok,trusted,0,0.1,1.0,no_op,0
51,49.712047797590046,0.029569094282181123,INFO ok,trusted,0,0.1,1.0,no_op,0
52,54.54676624672018,0.017300440778546308,INFO ok,trusted,0,0.1,1.0,no_op,0
53,52.55976262000297,0.014134419076516434,INFO ok,trusted,0,0.1,1.0,no_op,0
54,50.72475291324964,0.03415073041514105,INFO ok,trusted,0,0.1,1.0,no_op,0
55,51.84646269182317,0.020802862682910463,INFO ok,trusted,0,0.1,1.0,no_op,0
56,51.34206768553887,0.02646447075357483,INFO ok,trusted,0,0.1,1.0,no_op,0
57,53.74712829958257,0.03609342856167588,INFO ok,trusted,0,0.1,1.0,no_op,0
58,54.329401369103934,0.00997815628970984,INFO ok,trusted,0,0.1,1.0,no_op,0
59,51.04984431796074,0.020057748267569835,INFO ok,trusted,0,0.1,1.0,no_op,0
60,45.66977558812401,0.015051416351076676,INFO ok,trusted,0,0.1,1.0,no_op,0
61,46.19910699889697,0.015425466255595372,INFO ok,trusted,0,0.1,1.0,no_op,0
62,52.1892094293208,0.0118258833441382,INFO ok,trusted,0,0.1,1.0,no_op,0
63,46.37653600659384,0.013994400996835068,INFO ok,trusted,0,0.1,1.0,no_op,0
64,48.39511752342084,0.018732028306821157,INFO ok,trusted,0,0.1,1.0,no_op,0
65,48.086133523993354,0.01773736476373021,INFO ok,trusted,0,0.1,1.0,no_op,0
66,47.80543340774891,0.031221010028922018,INFO ok,trusted,0,0.1,1.0,no_op,0
67,43.27841351691076,0.018882551003116275,INFO ok,trusted,0,0.1,1.0,no_op,0
68,42.82540886655808,0.031295243270518636,INFO ok,trusted,0,0.1,1.0,no_op,0
69,42.57015915983717,0.03472278610811369,INFO ok,trusted,0,0.1,1.0,no_op,0
70,48.82078396479365,0.0026695714746442743,INFO ok,trusted,0,0.1,1.0,no_op,0
71,41.14336592452695,0.006627711818237455,INFO ok,trusted,0,0.1,1.0,no_op,0
72,48.753375943129214,0.03524106814146793,INFO ok,trusted,0,0.1,1.0,no_op,0
73,40.170927205914275,0.010769276330116711,INFO ok,trusted,0,0.1,1.0,no_op,0
74,42.08699469744475,0.01352401749859311,INFO ok,trusted,0,0.1,1.0,no_op,0
75,44.30260711169698,0.020224505401729532,INFO ok,trusted,0,0.1,1.0,no_op,0
76,46.007574834758884,0.009813174512662046,INFO ok,trusted,0,0.1,1.0,no_op,0
77,40.24275379551706,0.005000370369096192,INFO ok,trusted,0,0.1,1.0,no_op,0
78,45.02996163075271,0.038290776701232154,INFO ok,trusted,0,0.1,1.0,no_op,0
79,39.55466207486778,0.03407066929040694,INFO ok,trusted,0,0.1,1.0,no_op,0
80,41.54214229515376,0.01499592473462109,INFO ok,trusted,0,0.1,1.0,no_op,0
81,36.96576733289575,0.022766336299835464,INFO ok,trusted,0,0.1,1.0,no_op,0
82,34.05977022717662,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
83,35.035983352122805,0.019581794408991684,INFO ok,trusted,0,0.1,1.0,no_op,0
84,32.41942972639134,0.018875133509662106,INFO ok,trusted,0,0.1,1.0,no_op,0
85,33.651244741197296,0.022034861024817127,INFO ok,trusted,0,0.1,1.0,no_op,0
86,31.884717587918168,0.02516243934151756,INFO ok,trusted,0,0.1,1.0,no_op,0
