t,cpu,err,log,source,y,p,trust,action,drift
0,35.481449467027396,0.0033318959941062674,INFO ok,trusted,0,0.1,1.0,no_op,0
1,37.10861504298654,0.018293164939395385,INFO ok,trusted,0,0.1,1.0,no_op,0
2,39.56050744381336,0.019798178773888894,INFO ok,trusted,0,0.1,1.0,no_op,0
3,38.03432326139957,0.009953340189211879,INFO ok,trusted,0,0.1,1.0,no_op,0
4,44.75728851316941,0.02132022091771771,INFO ok,trusted,0,0.1,1.0,no_op,0
5,39.00294279769987,0.008814970459107882,INFO ok,trusted,0,0.1,1.0,no_op,0
6,46.05390203287919,0.016648646809005435,INFO ok,trusted,0,0.1,1.0,no_op,0
7,48.65097293151203,0.018270154832000438,INFO ok,trusted,0,0.1,1.0,no_op,0
8,48.26394497190711,0.01159792413988936,INFO ok,trusted,0,0.1,1.0,no_op,0
9,41.45908436771767,0.03732613280987411,INFO ok,trusted,0,0.1,1.0,no_op,0
10,42.698789589318686,0.028793962966076243,INFO ok,trusted,0,0.1,1.0,no_op,0
11,47.08203321759778,0.03387349422809013,INFO ok,trusted,0,0.1,1.0,no_op,0
12,42.170720577592334,0.019626556314395242,INFO ok,trusted,0,0.1,1.0,no_op,0
13,50.69804475855561,0.042265554571815564,INFO ok,trusted,0,0.1,1.0,no_op,0
14,48.24604911317064,0.018945400301406814,INFO ok,trusted,0,0.1,1.0,no_op,0
15,48.438215151938095,0.015417926717092897,INFO ok,trusted,0,0.1,1.0,no_op,0
16,45.53226214347386,0.0008670887311159718,INFO ok,trusted,0,0.1,1.0,no_op,0
17,53.17356221882231,0.01360141905554956,INFO ok,trusted,0,0.1,1.0,no_op,0
18,45.808751259134375,0.0235522458770301,INFO ok,trusted,0,0.1,1.0,no_op,0
19,52.44761002731561,0.03367128673689446,INFO ok,trusted,0,0.1,1.0,no_op,0
20,53.481451358513795,0.029377529838368173,INFO ok,trusted,0,0.1,1.0,no_op,0
21,49.33784041418001,0.022091526545868073,INFO ok,trusted,0,0.1,1.0,no_op,0
22,55.92872623410468,0.015237142678550152,INFO ok,trusted,0,0.1,1.0,no_op,0
23,48.836195953462465,0.012702186429642694,INFO ok,trusted,0,0.1,1.0,no_op,0
24,48.81286931895771,0.03883260675987163,INFO ok,trusted,0,0.1,1.0,no_op,0
25,51.008479172648485,0.022119179782151634,INFO ok,trusted,0,0.1,1.0,no_op,0
26,52.544798594840884,0.007174466241454666,INFO ok,trusted,0,0.1,1.0,no_op,0
27,50.526152506803015,0.001262501415015476,INFO ok,trusted,0,0.1,1.0,no_op,0
28,51.156549503378976,0.02681874278547423,INFO ok,trusted,0,0.1,1.0,no_op,0
29,49.58079319869275,0.01498844821586692,INFO ok,trusted,0,0.1,1.0,no_op,0
30,54.054276015468915,0.014443701828275842,INFO ok,trusted,0,0.1,1.0,no_op,0
31,55.73006536209553,0.03997261850734797,INFO ok,trusted,0,0.1,1.0,no_op,0
32,53.818228767746305,0.024398817354836396,INFO ok,trusted,0,0.1,1.0,no_op,0
33,54.2439437551294,0.0015262068055609292,INFO ok,trusted,0,0.1,1.0,no_op,0
34,53.28771934876613,0.02641549677725242,INFO ok,trusted,0,0.1,1.0,no_op,0
35,56.891800234803966,0.03569644105990168,INFO ok,trusted,0,0.1,1.0,no_op,0
36,54.21643732123634,0.01739867786102357,INFO ok,trusted,0,0.1,1.0,no_op,0
37,55.08148750983397,0.03824948552380021,INFO ok,trusted,0,0.1,1.0,no_op,0
38,54.8912120104522,0.012418972865741148,INFO ok,trusted,0,0.1,1.0,no_op,0
39,50.08690362882798,0.024748869849209435,INFO ok,trusted,0,0.1,1.0,no_op,0
40,56.07601297343095,0.04003811379587428,INFO ok,trusted,0,0.1,1.0,no_op,0
41,53.407550451769445,0.0049881722427991635,INFO ok,trusted,0,0.1,1.0,no_op,0
42,56.34490544893633,0.01402233968357134,INFO ok,trusted,0,0.1,1.0,no_op,0
43,53.55382263719326,0.019350764869002057,INFO ok,trusted,0,0.1,1.0,no_op,0
44,59.20913918453836,0.0022963864960788907,INFO ok,trusted,0,0.1,1.0,no_op,0
45,51.423045859268534,0.035103728815993204,INFO ok,trusted,0,0.1,1.0,no_op,0
46,53.268332052111184,0.02558904145240927,INFO ok,trusted,0,0.1,1.0,no_op,0
47,53.58233785104739,0.032829182439648455,INFO ok,trusted,0,0.1,1.0,no_op,0
48,50.59750836644149,0.019200037628233645,INFO ok,trusted,0,0.1,1.0,no_op,0
49,56.14930645542237,0.008034812016848929,INFO ok,trusted,0,0.1,1.0,no_op,0
50,52.891556812686375,0.014053423857153845,INFO ok,trusted,0,0.1,1.0,no_op,0
51,54.71484429511116,0.029447156961952776,INFO ok,trusted,0,0.1,1.0,no_op,0
52,56.6895927194532,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
53,47.95006695022559,0.019224009975978375,INFO ok,trusted,0,0.1,1.0,no_op,0
54,52.459762448906346,0.01986272316895889,INFO ok,trusted,0,0.1,1.0,no_op,0
55,53.28195689437636,0.010920555897697914,INFO ok,trusted,0,0.1,1.0,no_op,0
56,49.416037241529764,0.022007873246186416,INFO ok,trusted,0,0.1,1.0,no_op,0
57,55.6637510429421,0.026522239125859583,INFO ok,trusted,0,0.1,1.0,no_op,0
58,52.178015761825634,0.01729121622844003,INFO ok,trusted,0,0.1,1.0,no_op,0
59,50.9610469995161,0.024291984910030623,INFO ok,trusted,0,0.1,1.0,no_op,0
60,48.152225220801945,0.007391854189276761,INFO ok,trusted,0,0.1,1.0,no_op,0
61,49.85848825114084,0.016052520479625246,INFO ok,trusted,0,0.1,1.0,no_op,0
62,49.7696323432223,0.044927470747969,INFO ok,trusted,0,0.1,1.0,no_op,0
63,49.851844724949494,0.034017697832619716,INFO ok,trusted,0,0.1,1.0,no_op,0
64,44.88525217267653,0.031022006166150674,INFO ok,trusted,0,0.1,1.0,no_op,0
65,46.03397379404644,0.03533226121425996,INFO ok,trusted,0,0.1,1.0,no_op,0
66,47.60898940038881,0.036936461099815326,INFO ok,trusted,0,0.1,1.0,no_op,0
67,46.410502250812335,0.030920206885861765,INFO ok,trusted,0,0.1,1.0,no_op,0
68,48.192496248624664,0.01695374062567356,INFO ok,trusted,0,0.1,1.0,no_op,0
69,48.12147199321797,0.027792136231284983,INFO ok,trusted,0,0.1,1.0,no_op,0
70,49.437609369646665,0.014369893574342249,INFO ok,trusted,0,0.1,1.0,no_op,0
71,44.13690005837766,0.01354308033784138,INFO ok,trusted,0,0.1,1.0,no_op,0
72,46.0029843160474,0.004063795225909994,INFO ok,trusted,0,0.1,1.0,no_op,0
