t,cpu,err,log,source,y,p,trust,action,drift
0,44.162903344405194,0.012922534206994653,INFO ok,trusted,0,0.1,1.0,no_op,0
1,39.56125982225798,0.014404849435943976,INFO ok,trusted,0,0.1,1.0,no_op,0
2,36.34268427185526,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
3,40.848933546926645,0.03343390669894766,INFO ok,trusted,0,0.1,1.0,no_op,0
4,44.19552434697097,0.010392143617856729,INFO ok,trusted,0,0.1,1.0,no_op,0
5,43.73570628539485,0.00043045079713553355,INFO ok,trusted,0,0.1,1.0,no_op,0
6,39.872402533550726,0.010120275183119838,INFO ok,trusted,0,0.1,1.0,no_op,0
7,45.573517863238635,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
8,41.61394617303944,0.021630115546993,INFO ok,trusted,0,0.1,1.0,no_op,0
9,49.312450313502325,0.014631966212420048,INFO ok,trusted,0,0.1,1.0,no_op,0
10,41.42748379681517,0.02684282562744178,INFO ok,trusted,0,0.1,1.0,no_op,0
11,48.44349327977706,0.016963594772007647,INFO ok,trusted,0,0.1,1.0,no_op,0
12,42.08193174449954,0.025226076621148185,INFO ok,trusted,0,0.1,1.0,no_op,0
13,50.62669627370141,0.0260772773030782,INFO ok,trusted,0,0.1,1.0,no_op,0
14,50.95053087566367,0.021771063640842057,INFO ok,trusted,0,0.1,1.0,no_op,0
15,51.10281091554949,0.014403499798363827,INFO ok,trusted,0,0.1,1.0,no_op,0
16,50.539728148928816,0.026828473699424416,INFO ok,trusted,0,0.1,1.0,no_op,0
17,54.25183442634132,0.030650862636723723,INFO ok,trusted,0,0.1,1.0,no_op,0
18,52.60572226840352,0.03622075799845214,INFO ok,trusted,0,0.1,1.0,no_op,0
19,52.29648204269497,0.006466760515202228,INFO ok,trusted,0,0.1,1.0,no_op,0
20,48.800944925108226,0.028820328739467105,INFO ok,trusted,0,0.1,1.0,no_op,0
21,48.54165452046532,0.018384670600122242,INFO ok,trusted,0,0.1,1.0,no_op,0
22,46.74313397808728,0.02259642345520102,INFO ok,trusted,0,0.1,1.0,no_op,0
23,54.209616182461254,0.020652662775856288,INFO ok,trusted,0,0.1,1.0,no_op,0
24,55.84831027072851,0.026134268272801835,INFO ok,trusted,0,0.1,1.0,no_op,0
25,55.26197803473257,0.012688138286582665,INFO ok,trusted,0,0.1,1.0,no_op,0
26,53.838259961984306,0.04230630801989081,INFO ok,trusted,0,0.1,1.0,no_op,0
27,53.93046034319047,0.0272005443304608,INFO ok,trusted,0,0.1,1.0,no_op,0
28,56.71333293032925,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
29,54.933782197518724,0.015961324785363856,INFO ok,trusted,0,0.1,1.0,no_op,0
30,52.28203201451496,0.022132736378860877,INFO ok,trusted,0,0.1,1.0,no_op,0
31,57.823490264992685,0.022906360091122006,INFO ok,trusted,0,0.1,1.0,no_op,0
32,56.84625514039334,0.019510453817804967,INFO ok,trusted,0,0.1,1.0,no_op,0
33,53.937177913868645,0.02358363680605233,INFO ok,trusted,0,0.1,1.0,no_op,0
34,56.015287567797664,0.02529670277466658,INFO ok,trusted,0,0.1,1.0,no_op,0
35,58.241981216408334,0.023847051611858266,INFO ok,trusted,0,0.1,1.0,no_op,0
36,56.45287126869307,0.010695946020026334,INFO ok,trusted,0,0.1,1.0,no_op,0
37,57.00450077999291,0.0023354896000338105,INFO ok,trusted,0,0.1,1.0,no_op,0
38,56.273638303064004,0.013407195385849861,INFO ok,trusted,0,0.1,1.0,no_op,0
39,50.757812829953295,0.019061145729305812,INFO ok,trusted,0,0.1,1.0,no_op,0
40,59.279403727835515,0.0,INFO ok,trusted,0,0.1,1.0,no_op,0
41,50.33315768630926,0.010048522884851517,INFO ok,trusted,0,0.1,1.0,no_op,0
42,57.107462772922894,0.02121985358314842,INFO ok,trusted,0,0.1,1.0,no_op,0
43,50.736875080912355,0.015092129518918624,INFO ok,trusted,0,0.1,1.0,no_op,0
44,52.86907361165966,0.02638073534367633,INFO ok,trusted,0,0.1,1.0,no_op,0
45,54.7244215631583,0.013620980895854434,INFO ok,trusted,0,0.1,1.0,no_op,0
46,54.01518935041214,0.006297294592074494,INFO ok,trusted,0,0.1,1.0,no_op,0
47,58.92055888833203,0.028209183633166386,INFO ok,trusted,0,0.1,1.0,no_op,0
48,58.267166241325256,0.02524637711850713,INFO ok,trusted,0,0.1,1.0,no_op,0
49,50.142100873969866,0.03041625281478067,INFO ok,trusted,0,0.1,1.0,no_op,0
50,52.337476168550346,0.02863572095945893,INFO ok,trusted,0,0.1,1.0,no_op,0
