t,cpu,err,log,source,y,p,trust,action,drift
0,35.267727640807955,0.011212802223487799,INFO ok,trusted,0,0.5,1.0,scale_up,0
1,45.28161096417248,0.01558972402909399,INFO ok,trusted,0,0.49875000260416025,1.0,scale_up,0
2,37.527825990433215,0.020681211848815467,INFO ok,trusted,0,0.48019497030582436,1.0,scale_up,0
3,42.91440910289366,0.00661367901414224,INFO ok,trusted,0,0.5264889475543598,1.0,scale_up,0
4,44.57166979687089,0.027111484263029433,INFO ok,trusted,0,0.47233621253383623,1.0,scale_up,0
5,43.936143798935184,0.018163181323930605,INFO ok,trusted,0,0.4806539013818702,1.0,scale_up,0
6,42.0571379712237,0.02093124420594013,INFO ok,trusted,0,0.47984177950727075,1.0,scale_up,0
7,45.668006294847416,0.02381179406375998,INFO ok,trusted,0,0.45083292390031476,1.0,scale_up,0
8,45.18363864236191,0.0361390378937337,INFO ok,trusted,0,0.39982459709329216,1.0,no_op,0
9,46.236791194067806,0.027422355481374422,INFO ok,trusted,0,0.4284938143910443,1.0,scale_up,0
10,43.670057744537935,0.015367632727083226,INFO ok,trusted,0,0.5071061156339285,1.0,scale_up,0
11,48.74288030610011,0.04154762412790818,INFO ok,trusted,0,0.33712052285636285,1.0,no_op,0
12,45.28756806562175,0.028268693425862076,INFO ok,trusted,0,0.4355971770742741,1.0,scale_up,0
13,42.50528328558693,0.010504862637521744,INFO ok,trusted,0,0.5603427334786226,1.0,scale_up,0
14,43.788090535274634,0.01398072133981012,INFO ok,trusted,0,0.5123988235944733,1.0,scale_up,0
15,51.919190993719,0.02699536107537498,INFO ok,trusted,0,0.3553005497399869,1.0,no_op,0
16,51.517377754126194,0.015597341867472452,INFO ok,trusted,0,0.4033108806413218,1.0,scale_up,0
17,48.95303593558945,0.012626855215324313,INFO ok,trusted,0,0.4459347252018425,1.0,scale_up,0
18,50.10224450568681,0.023697437273022152,INFO ok,trusted,0,0.38256792258822575,1.0,no_op,0
19,47.749429560008366,0.01687670872333828,INFO ok,trusted,0,0.44422501779174556,1.0,scale_up,0
20,49.46721017349391,0.018905138833536974,INFO ok,trusted,0,0.4028709131978342,1.0,scale_up,0
21,52.095965507997555,0.021230606205354118,INFO ok,trusted,0,0.3439739900275682,1.0,no_op,0
22,53.842352844410314,0.024455691048203033,INFO ok,trusted,0,0.30178898766176704,1.0,no_op,0
23,55.18292273827012,0.024847492365396674,INFO ok,trusted,0,0.27901848321731093,1.0,no_op,0
24,56.82599774816599,0.03273734714846582,INFO ok,trusted,0,0.23176040826380567,1.0,no_op,0
25,52.90140460619488,0.012218856578422794,INFO ok,trusted,0,0.38603921265336655,1.0,no_op,0
