t,cpu,err,log,y,p,trust,action,drift
0,44.10182058940599,0.01223078320918014,INFO ok,0,0.1,1.0,no_op,0
1,38.84422330265022,0.027115582951878443,INFO ok,0,0.1,1.0,no_op,0
2,36.76817457012483,0.016252997420693697,INFO ok,0,0.1,1.0,no_op,0
3,38.99339153987565,0.005951430905862205,INFO ok,0,0.1,1.0,no_op,0
4,46.95962666948503,0.02728851747462007,INFO ok,0,0.1,1.0,no_op,0
5,38.740336130056065,0.0009762050128086994,INFO ok,0,0.1,1.0,no_op,0
6,40.01322275482298,0.043346171719070764,INFO ok,0,0.1,1.0,no_op,0
7,40.68754813597285,0.008741661327474512,INFO ok,0,0.1,1.0,no_op,0
8,40.62707054385043,0.02285635280013527,INFO ok,0,0.1,1.0,no_op,0
9,45.92947400331952,0.015931998695925546,INFO ok,0,0.1,1.0,no_op,0
10,47.258309676566995,0.005290050909792801,INFO ok,0,0.1,1.0,no_op,0
11,50.57815894139838,0.019063296183450273,INFO ok,0,0.1,1.0,no_op,0
12,48.6553941496279,0.025082051608796303,INFO ok,0,0.1,1.0,no_op,0
13,48.33855555392957,0.021929985478068216,INFO ok,0,0.1,1.0,no_op,0
14,50.24636773022671,0.007871342098007253,INFO ok,0,0.1,1.0,no_op,0
15,49.220156532463356,0.0444452650838497,INFO ok,0,0.1,1.0,no_op,0
16,50.09322614653838,0.006095750865329836,INFO ok,0,0.1,1.0,no_op,0
17,51.76125464557954,0.01300704044961479,INFO ok,0,0.1,1.0,no_op,0
18,52.85270902298299,0.009138476669359087,INFO ok,0,0.1,1.0,no_op,0
19,52.47553669541242,0.017480161317713374,INFO ok,0,0.1,1.0,no_op,0
20,48.19081737228019,0.0072068796955023825,INFO ok,0,0.1,1.0,no_op,0
21,47.37645887973362,0.02608840326029446,INFO ok,0,0.1,1.0,no_op,0
22,50.27447281868732,0.021720006253492602,INFO ok,0,0.1,1.0,no_op,0
23,50.391122212350254,0.01374255981649132,INFO ok,0,0.1,1.0,no_op,0
24,56.59061334040993,0.035145089328595114,INFO ok,0,0.1,1.0,no_op,0
25,51.565448675871465,0.027265911630161985,INFO ok,0,0.1,1.0,no_op,0
26,55.93017342439041,0.016298781335749246,INFO ok,0,0.1,1.0,no_op,0
27,49.77208616121816,0.025738254563448495,INFO ok,0,0.1,1.0,no_op,0
28,51.95904190264631,0.021953187368796735,INFO ok,0,0.1,1.0,no_op,0
29,56.174503961929815,0.0,INFO ok,0,0.1,1.0,no_op,0
30,50.089727255242906,0.021832203763893512,INFO ok,0,0.1,1.0,no_op,0
31,53.728911889499436,0.007305532827446018,INFO ok,0,0.1,1.0,no_op,0
32,50.77875659966682,0.0010540307934432183,INFO ok,0,0.1,1.0,no_op,0
33,54.17339332082748,0.018190711128475232,INFO ok,0,0.1,1.0,no_op,0
34,58.02838127539735,0.021915406768145726,INFO ok,0,0.1,1.0,no_op,0
35,57.33249661973238,0.024972757902264203,INFO ok,0,0.1,1.0,no_op,0
36,59.739207751464505,0.02111775097290649,INFO ok,0,0.1,1.0,no_op,0
37,54.48203047288915,0.028456475940025042,INFO ok,0,0.1,1.0,no_op,0
38,57.12120653381791,0.012118196657577013,INFO ok,0,0.1,1.0,no_op,0
39,55.39651982050466,0.011666183947733584,INFO ok,0,0.1,1.0,no_op,0
40,52.56244578534316,0.035978447712534015,INFO ok,0,0.1,1.0,no_op,0
41,55.86483325182323,0.008705603846551972,INFO ok,0,0.1,1.0,no_op,0
42,59.499500741789994,0.02112042012019638,INFO ok,0,0.1,1.0,no_op,0
43,56.375725145340404,0.02786992666986999,INFO ok,0,0.1,1.0,no_op,0
44,54.37199049561292,0.009565709808615677,INFO ok,0,0.1,1.0,no_op,0
45,52.68399840127684,0.01127849989174836,INFO ok,0,0.1,1.0,no_op,0
46,55.94566666006131,0.015383028665066384,INFO ok,0,0.1,1.0,no_op,0
47,58.97734822755963,0.028864303640565823,INFO ok,0,0.1,1.0,no_op,0
48,52.94144263704797,0.020292145006023717,INFO ok,0,0.1,1.0,no_op,0
49,58.50976914060662,0.01931659612408535,INFO ok,0,0.1,1.0,no_op,0
50,54.81115702424039,0.017311372203823446,INFO ok,0,0.1,1.0,no_op,0
51,53.58349699773526,0.030323341795259244,INFO ok,0,0.1,1.0,no_op,0
52,51.38324354827625,0.033115760114081835,INFO ok,0,0.1,1.0,no_op,0
53,56.15274953479829,0.029306924346207006,INFO ok,0,0.1,1.0,no_op,0
54,52.3568499813005,0.031173670553439385,INFO ok,0,0.1,1.0,no_op,0
55,54.446722778602904,0.01183276924297355,INFO ok,0,0.1,1.0,no_op,0
56,55.294275186829765,0.0003096319168559708,INFO ok,0,0.1,1.0,no_op,0
57,46.57855906703511,0.005454411055542155,INFO ok,0,0.1,1.0,no_op,0
58,54.45434788347154,0.008718186170748814,INFO ok,0,0.1,1.0,no_op,0
59,50.8110508725059,0.025609699123397587,INFO ok,0,0.1,1.0,no_op,0
60,48.98365079239554,0.02835869140006877,INFO ok,0,0.1,1.0,no_op,0
61,45.12467159712345,0.020434053796724538,INFO ok,0,0.1,1.0,no_op,0
62,51.37126999725673,0.018527191661667653,INFO ok,0,0.1,1.0,no_op,0
63,44.598839298104735,0.024454268739034894,INFO ok,0,0.1,1.0,no_op,0
