t,cpu,err,log,y,p,trust,action,drift
0,41.868764476825675,0.013087514282643636,INFO ok,0,0.5,1.0,scale_up,0
1,37.00979121597607,0.025364796747877495,INFO ok,0,0.49875000260416025,1.0,scale_up,0
2,37.81107237172424,0.011088619389273332,INFO ok,0,0.5015893783093807,1.0,scale_up,0
3,38.138727201778366,0.023124415651459982,INFO ok,0,0.4919908725137327,1.0,scale_up,0
4,45.27184801093697,0.026711213852532684,INFO ok,0,0.5265671122548147,1.0,scale_up,0
5,38.03742268719438,0.01716866270289002,INFO ok,0,0.4985926800288051,1.0,scale_up,0
6,42.223706691965546,0.0076095076062622224,INFO ok,0,0.5160052571900061,1.0,scale_up,0
7,46.04869880329481,0.03037756494834922,INFO ok,0,0.48810205359997605,1.0,scale_up,0
8,41.021735754138504,0.005403182882812749,INFO ok,0,0.5066379379048078,1.0,scale_up,0
9,47.543509087407294,0.00636365285393967,INFO ok,0,0.46632917653415595,1.0,scale_up,0
10,44.4121724239304,0.021321873402350967,INFO ok,0,0.47431190614299074,1.0,scale_up,0
11,41.62070002552322,0.033095812434067826,INFO ok,0,0.4939927044515462,1.0,scale_up,0
12,50.47020608002577,0.023649878645634042,INFO ok,0,0.41805240730345566,1.0,scale_up,0
13,47.540045332470584,0.014767044882024639,INFO ok,0,0.44261833158620306,1.0,scale_up,0
14,47.683079395599705,0.02112984465772983,INFO ok,0,0.43042391042478695,1.0,scale_up,0
15,51.80313534457918,0.01105299251768996,INFO ok,0,0.38929818502411645,1.0,no_op,0
16,49.16072900731047,0.0354172721792405,INFO ok,0,0.40342086047218934,1.0,scale_up,0
17,45.89602849353125,0.016951554111932634,INFO ok,0,0.45668065821920484,1.0,scale_up,0
18,49.58908280186354,0.012860246201109541,INFO ok,0,0.4071144431194703,1.0,scale_up,0
19,50.738088004766894,0.023203514889746184,INFO ok,0,0.3750612052628042,1.0,no_op,0
20,48.64140209913619,0.03108523991531001,INFO ok,0,0.39633628610071,1.0,no_op,0
21,47.1020629141802,0.02594731850392239,INFO ok,0,0.4238562795554564,1.0,scale_up,0
22,48.973448776181705,0.02879991661857112,INFO ok,0,0.38014565745021506,1.0,no_op,0
23,47.438988672974986,0.0,INFO ok,0,0.488997566589381,1.0,scale_up,0
