t,cpu,err,log,y,p,trust,action,drift
0,43.336566234340154,0.027229485424453897,INFO ok,0,0.5,1.0,scale_up,0
1,41.92495882117831,0.006216371560348398,INFO ok,0,0.49875000260416025,1.0,scale_up,0
2,42.34765932772967,0.010360221250306275,INFO ok,0,0.4912278704889285,1.0,scale_up,0
3,45.85440583650568,0.030926220880070715,INFO ok,0,0.5583550389556667,1.0,scale_up,0
4,44.53733517717394,0.02202054173813655,INFO ok,0,0.493620862554631,1.0,scale_up,0
5,42.228027179757774,0.029190307819355558,INFO ok,0,0.4996968023156767,1.0,scale_up,0
6,39.436853782097785,0.026094726644179354,INFO ok,0,0.49332149331821706,1.0,scale_up,0
7,44.47539575472295,0.004589297433689054,INFO ok,0,0.5160284885647868,1.0,scale_up,0
8,47.20551968349865,0.032698376504233705,INFO ok,0,0.5014201313335784,1.0,scale_up,0
9,45.12845982355524,0.01871782975371685,INFO ok,0,0.4855603501116832,1.0,scale_up,0
10,50.06734483508763,0.02745525387927069,INFO ok,0,0.4536457901922271,1.0,scale_up,0
11,43.508654217528566,0.014881941853519275,INFO ok,0,0.4980136877014267,1.0,scale_up,0
12,48.97541120233934,0.021173503616938816,INFO ok,0,0.44701335656435476,1.0,scale_up,0
13,48.59503048524935,0.02904266252939811,INFO ok,0,0.4375931276386125,1.0,scale_up,0
14,51.59364313177874,0.008954386738985964,INFO ok,0,0.41174537430451325,1.0,scale_up,0
15,51.113883626300606,0.03310490143091352,INFO ok,0,0.3965499489708788,1.0,no_op,0
16,46.99577734051236,0.028748513398477886,INFO ok,0,0.45270638010435177,1.0,scale_up,0
17,45.79034750017823,0.016908243319367557,INFO ok,0,0.4855744642590806,1.0,scale_up,0
18,49.41888937225532,0.016438253326554957,INFO ok,0,0.4208535726698255,1.0,scale_up,0
19,53.06246869511872,0.026682918747966446,INFO ok,0,0.34342766966261623,1.0,no_op,0
20,49.059140121486735,0.013923117245207148,INFO ok,0,0.43025972654850086,1.0,scale_up,0
21,53.67669783351894,0.024495723673112247,INFO ok,0,0.3269428823104061,1.0,no_op,0
22,51.40110933171664,0.03524006058072386,INFO ok,0,0.36474747831687354,1.0,no_op,0
23,49.418484322050325,0.00989059774294706,INFO ok,0,0.43558567727871506,1.0,scale_up,0
24,51.08860918285713,0.014442365646054639,INFO ok,0,0.38169903816627554,1.0,no_op,0
25,52.52240565595241,0.01798540361298368,INFO ok,0,0.3422095809239198,1.0,no_op,0
26,51.12559100290114,0.027577124551716754,INFO ok,0,0.37336280389468685,1.0,no_op,0
27,51.12611628663392,0.016433911782422952,INFO ok,0,0.3755714258256036,1.0,no_op,0
28,54.106361781809255,0.043773899958352624,INFO ok,0,0.28969966058404567,1.0,no_op,0
29,55.0558343149438,0.03379409564096066,INFO ok,0,0.2620509715937328,1.0,no_op,0
30,54.110966877614224,0.007021780513651417,INFO ok,0,0.32050072875993274,1.0,no_op,0
31,53.550037403657704,0.01785635792462718,INFO ok,0,0.3173569714821799,1.0,no_op,0
32,50.743989874611934,0.017559667273548477,INFO ok,0,0.3986297263884094,1.0,no_op,0
