t,cpu,err,log,y,p,trust,action,drift
0,37.10657252699176,0.008252870615058175,INFO ok,0,0.5,1.0,scale_up,0
1,36.87277592559676,0.034546231780677436,INFO ok,0,0.49875000260416025,1.0,scale_up,0
2,38.27564749694799,0.0356899662780578,INFO ok,0,0.5590327892015172,1.0,scale_up,0
3,44.064324578984944,0.015553846343980857,INFO ok,0,0.4780984824405391,1.0,scale_up,0
4,43.70880895017832,0.013274215917645785,INFO ok,0,0.4800338843563609,1.0,scale_up,0
5,47.64143524860508,0.030113299472255932,INFO ok,0,0.44419446630112897,1.0,scale_up,0
6,38.80299209153017,0.0024058113412923285,INFO ok,0,0.5220123224901626,1.0,scale_up,0
7,42.23950050172145,0.00029593607829304924,INFO ok,0,0.47799321686801866,1.0,scale_up,0
8,43.005478691689376,0.019538287703159227,INFO ok,0,0.4773752307700356,1.0,scale_up,0
9,46.051189642581335,0.005268287562654574,INFO ok,0,0.43817498822709766,1.0,scale_up,0
10,48.328442276581185,0.030681166581799542,INFO ok,0,0.4379726924197676,1.0,scale_up,0
11,42.01726124229606,0.02245684153911284,INFO ok,0,0.4942283256927202,1.0,scale_up,0
12,44.131864594532296,0.02495239236838468,INFO ok,0,0.46803212859925597,1.0,scale_up,0
13,44.9600764541643,0.019528262115505676,INFO ok,0,0.4523359504194623,1.0,scale_up,0
14,47.848074010217786,0.004246766114131627,INFO ok,0,0.40537474233817977,1.0,scale_up,0
15,51.3285798455219,0.018530448975631702,INFO ok,0,0.35574448243204443,1.0,no_op,0
16,53.50877602863741,0.024257502469052658,INFO ok,0,0.3302270721338035,1.0,no_op,0
17,49.408614514337685,0.015455451479553566,INFO ok,0,0.39309040118053573,1.0,no_op,0
18,51.67463242801398,0.010383560811080125,INFO ok,0,0.35099942240469445,1.0,no_op,0
19,53.21648097201021,0.04314846935109748,INFO ok,0,0.35552227163771866,1.0,no_op,0
20,55.65244821808648,0.016196234227574782,INFO ok,0,0.2929952404635449,1.0,no_op,0
21,47.7312297905847,0.02674355844442039,INFO ok,0,0.4403504145834007,1.0,scale_up,0
22,52.37522065739974,0.039267122487098696,INFO ok,0,0.34853438523791536,1.0,no_op,0
23,51.435593612824775,0.02497977145062584,INFO ok,0,0.3648368900022146,1.0,no_op,0
24,55.83543461528312,0.02474244168971954,INFO ok,0,0.28189252167423146,1.0,no_op,0
25,53.50121749405384,0.03638227903846765,INFO ok,0,0.3179080211318487,1.0,no_op,0
26,49.948909981446015,0.020319181419446525,INFO ok,0,0.4075813747188906,1.0,scale_up,0
27,51.7795198204349,0.017383516953093408,INFO ok,0,0.370767135510422,1.0,no_op,0
28,57.5019579376884,0.010141696087854394,INFO ok,0,0.26084182405738654,1.0,no_op,0
29,49.71855074499786,0.0,INFO ok,0,0.441172807635055,1.0,scale_up,0
