t,cpu,err,log,y,p,trust,action,drift
0,41.042821745174784,0.02566728085340811,INFO ok,0,0.1,1.0,no_op,0
1,41.004805047559756,0.015402242299379316,INFO ok,0,0.1,1.0,no_op,0
2,43.41986165976031,0.0398273221422083,INFO ok,0,0.1,1.0,no_op,0
3,41.65766469036008,0.009320956489611221,INFO ok,0,0.1,1.0,no_op,0
4,42.83846603791737,0.02036908362696249,INFO ok,0,0.1,1.0,no_op,0
5,45.11992541719082,0.036079612384409265,INFO ok,0,0.1,1.0,no_op,0
6,41.044707532209316,0.030985518880778856,INFO ok,0,0.1,1.0,no_op,0
7,46.94019274310459,0.011182095150414254,INFO ok,0,0.1,1.0,no_op,0
8,40.47391402873517,0.013736823645403299,INFO ok,0,0.1,1.0,no_op,0
9,48.79660476305373,0.026816434333812846,INFO ok,0,0.1,1.0,no_op,0
10,46.71779851105094,0.009922831261060458,INFO ok,0,0.1,1.0,no_op,0
11,48.53609869496188,0.015953099629021736,INFO ok,0,0.1,1.0,no_op,0
12,48.874172038082364,0.012577225423173822,INFO ok,0,0.1,1.0,no_op,0
13,47.88705585185409,0.01810409950830942,INFO ok,0,0.1,1.0,no_op,0
14,48.92924934368703,0.019840883360983406,INFO ok,0,0.1,1.0,no_op,0
15,52.172421869000324,0.03728257759139841,INFO ok,0,0.1,1.0,no_op,0
16,48.674212475225985,0.027487326862042222,INFO ok,0,0.1,1.0,no_op,0
17,51.138987598416605,0.01066525009732742,INFO ok,0,0.1,1.0,no_op,0
18,50.50495963988515,0.03865651711757033,INFO ok,0,0.1,1.0,no_op,0
19,53.57233708929104,0.0057809025637080794,INFO ok,0,0.1,1.0,no_op,0
20,50.661963489492,0.0025565436967081925,INFO ok,0,0.1,1.0,no_op,0
21,48.2902839002862,0.030755311612674148,INFO ok,0,0.1,1.0,no_op,0
22,46.90816587467769,0.013993200694547764,INFO ok,0,0.1,1.0,no_op,0
23,56.16652370664131,0.02124596770306084,INFO ok,0,0.1,1.0,no_op,0
24,55.86855727631698,0.026214785371604016,INFO ok,0,0.1,1.0,no_op,0
25,57.10393165034396,0.019357533670444713,INFO ok,0,0.1,1.0,no_op,0
26,56.53233033795868,0.023293058860556194,INFO ok,0,0.1,1.0,no_op,0
27,53.314611970702906,0.0,INFO ok,0,0.1,1.0,no_op,0
28,51.748312294375566,0.011538023034230694,INFO ok,0,0.1,1.0,no_op,0
29,57.541553038081226,0.026662444994825084,INFO ok,0,0.1,1.0,no_op,0
30,58.56711121185728,0.03715535948776437,INFO ok,0,0.1,1.0,no_op,0
31,51.3103070830057,0.030385519922426336,INFO ok,0,0.1,1.0,no_op,0
32,54.86899527415847,0.012520022806000317,INFO ok,0,0.1,1.0,no_op,0
33,58.55514629153074,0.023896864633183114,INFO ok,0,0.1,1.0,no_op,0
34,59.48352607744161,0.03180526795701202,INFO ok,0,0.1,1.0,no_op,0
35,58.06927733143495,0.0069092461497512435,INFO ok,0,0.1,1.0,no_op,0
36,53.26284227155138,0.013869729405147305,INFO ok,0,0.1,1.0,no_op,0
37,56.00685751115343,0.012570916632073503,INFO ok,0,0.1,1.0,no_op,0
38,59.96983415036913,0.021030071331814715,INFO ok,0,0.1,1.0,no_op,0
39,54.7417901366049,0.020341296977605755,INFO ok,0,0.1,1.0,no_op,0
40,57.39709147570197,0.037224195314989036,INFO ok,0,0.1,1.0,no_op,0
41,59.2274483529854,0.004923277588773409,INFO ok,0,0.1,1.0,no_op,0
42,56.33289075589326,0.03200454441840761,INFO ok,0,0.1,1.0,no_op,0
43,50.240493182958225,0.01857081017939774,INFO ok,0,0.1,1.0,no_op,0
44,51.474262109797884,0.023625892582935196,INFO ok,0,0.1,1.0,no_op,0
45,54.32897395705112,0.02293436990580101,INFO ok,0,0.1,1.0,no_op,0
46,57.84519215497156,0.00839673007195305,INFO ok,0,0.1,1.0,no_op,0
47,52.87523157191603,0.024081362954672694,INFO ok,0,0.1,1.0,no_op,0
48,58.41799255004666,0.014945428925398217,INFO ok,0,0.1,1.0,no_op,0
49,57.217501178594645,0.01651280098566411,INFO ok,0,0.1,1.0,no_op,0
50,57.480011975011024,0.03628847246693841,INFO ok,0,0.1,1.0,no_op,0
51,55.59215908956288,0.01128465535836438,INFO ok,0,0.1,1.0,no_op,0
52,53.91023888355542,0.004349409324789416,INFO ok,0,0.1,1.0,no_op,0
53,51.16841187736981,0.011746718044533989,INFO ok,0,0.1,1.0,no_op,0
54,48.31481357451658,0.0,INFO ok,0,0.1,1.0,no_op,0
55,56.151999958081404,0.009140989989997253,INFO ok,0,0.1,1.0,no_op,0
56,52.52326039605702,0.017846854790850245,INFO ok,0,0.1,1.0,no_op,0
57,56.11844373455597,0.022561057793661285,INFO ok,0,0.1,1.0,no_op,0
58,50.95661500816619,0.029883581865004068,INFO ok,0,0.1,1.0,no_op,0
59,48.271982214733335,0.01929270953356617,INFO ok,0,0.1,1.0,no_op,0
60,46.549927972217574,0.03998381877075098,INFO ok,0,0.1,1.0,no_op,0
61,53.741103976040456,0.02083650957547183,INFO ok,0,0.1,1.0,no_op,0
62,44.360556202721654,0.03276131193525915,INFO ok,0,0.1,1.0,no_op,0
63,49.73697446441368,0.01463522258846681,INFO ok,0,0.1,1.0,no_op,0
64,51.424123421750956,0.017231770382061088,INFO ok,0,0.1,1.0,no_op,0
65,51.36975401704936,0.020550047770186708,INFO ok,0,0.1,1.0,no_op,0
66,49.304326935616835,0.03123999759015953,INFO ok,0,0.1,1.0,no_op,0
67,48.694600036814876,0.01122572814760396,INFO ok,0,0.1,1.0,no_op,0
68,47.01062121643864,0.009027264936310531,INFO ok,0,0.1,1.0,no_op,0
69,47.07454403585566,0.007893554279920468,INFO ok,0,0.1,1.0,no_op,0
70,43.05577655596062,0.031306903033535505,INFO ok,0,0.1,1.0,no_op,0
71,49.230775681374254,0.021150059791421042,INFO ok,0,0.1,1.0,no_op,0
72,39.04033831055754,0.00890254503245146,INFO ok,0,0.1,1.0,no_op,0
73,39.766499893377365,0.03808681318869092,INFO ok,0,0.1,1.0,no_op,0
74,47.07852707897351,0.006803720518383471,INFO ok,0,0.1,1.0,no_op,0
75,44.16980711334574,0.012982474609219353,INFO ok,0,0.1,1.0,no_op,0
76,45.46213078099558,0.0236752755846013,INFO ok,0,0.1,1.0,no_op,0
77,38.266605518250415,0.03453819517306994,INFO ok,0,0.1,1.0,no_op,0
78,39.752496930211336,0.013916021841267678,INFO ok,0,0.1,1.0,no_op,0
79,35.48726245283703,0.012600437736419496,INFO ok,0,0.1,1.0,no_op,0
80,39.38651262316503,0.020111936034001465,INFO ok,0,0.1,1.0,no_op,0
81,38.24544485122882,0.009590635082508783,INFO ok,0,0.1,1.0,no_op,0
82,39.5305427892214,0.006964148083748026,INFO ok,0,0.1,1.0,no_op,0
83,37.63567526374883,0.026018624743202146,INFO ok,0,0.1,1.0,no_op,0
84,37.78907532289098,0.03772860537619998,INFO ok,0,0.1,1.0,no_op,0
85,36.830239038224796,0.03131807722102779,INFO ok,0,0.1,1.0,no_op,0
86,37.35658358900502,0.03142701945908525,INFO ok,0,0.1,1.0,no_op,0
87,39.51034546875893,0.024438494651868627,INFO ok,0,0.1,1.0,no_op,0
88,37.409387576815234,0.02397438260778283,INFO ok,0,0.1,1.0,no_op,0
89,30.63804742183094,0.022230109547839574,INFO ok,0,0.1,1.0,no_op,0
90,36.93148865035102,0.01295744206185354,INFO ok,0,0.1,1.0,no_op,0
91,28.68872644690261,0.015954807079668634,INFO ok,0,0.1,1.0,no_op,0
92,37.01537317380668,0.009473233967305797,INFO ok,0,0.1,1.0,no_op,0
93,35.15353150961417,0.022990569593102736,INFO ok,0,0.1,1.0,no_op,0
94,35.28190571052333,0.021322659984806043,INFO ok,0,0.1,1.0,no_op,0
95,32.3640785483389,0.009806399740605312,INFO ok,0,0.1,1.0,no_op,0
96,26.11808528945733,0.015257683333297595,INFO ok,0,0.1,1.0,no_op,0
97,25.023752527373315,0.008370834966966225,INFO ok,0,0.1,1.0,no_op,0
98,32.222790145729945,0.020774832514201126,INFO ok,0,0.1,1.0,no_op,0
99,32.20143046628911,0.025288266528798765,INFO ok,0,0.1,1.0,no_op,0
100,30.950815638612895,0.023372579521693252,INFO ok,0,0.1,1.0,no_op,0
101,32.15729538790559,0.03052157385231212,INFO ok,0,0.1,1.0,no_op,0
102,23.457273780836193,0.029942285388832306,INFO ok,0,0.1,1.0,no_op,0
103,28.35109058299858,0.018056276830011223,INFO ok,0,0.1,1.0,no_op,0
104,26.621982144153137,0.016690149928270073,INFO ok,0,0.1,1.0,no_op,0
105,28.49548152752581,0.015534348799461698,INFO ok,0,0.1,1.0,no_op,0
106,28.710060296260973,0.028172369016525853,INFO ok,0,0.1,1.0,no_op,0
107,24.474465290496166,0.013850626332808444,INFO ok,0,0.1,1.0,no_op,0
108,22.001568684008127,0.021538308000050445,INFO ok,0,0.1,1.0,no_op,0
109,30.804329274968133,0.013513016324403573,INFO ok,0,0.1,1.0,no_op,0
110,24.07123939415245,0.03416655359323685,INFO ok,0,0.1,1.0,no_op,0
111,27.64087112363537,0.022309045667915757,INFO ok,0,0.1,1.0,no_op,0
112,21.603467420245792,0.026155824193837322,INFO ok,0,0.1,1.0,no_op,0
113,21.802305539508094,0.023943192859048314,INFO ok,0,0.1,1.0,no_op,0
114,20.918400551555337,0.008041171617675097,INFO ok,0,0.1,1.0,no_op,0
115,21.666291826272406,0.015512404658421089,INFO ok,0,0.1,1.0,no_op,0
116,26.3265453833744,0.0251703881157603,INFO ok,0,0.1,1.0,no_op,0
117,29.642304318716107,0.01880076619107526,INFO ok,0,0.1,1.0,no_op,0
118,29.024100594146294,0.019145354381240983,INFO ok,0,0.1,1.0,no_op,0
119,29.92751669968308,0.01628793513334584,INFO ok,0,0.1,1.0,no_op,0
120,26.98831039489544,0.0058572355263017736,INFO ok,0,0.1,1.0,no_op,0
121,27.649116211998113,0.0215874771235632,INFO ok,0,0.1,1.0,no_op,0
122,26.92506938665705,0.03546823536751256,INFO ok,0,0.1,1.0,no_op,0
123,23.162885653322874,0.02698294003991969,INFO ok,0,0.1,1.0,no_op,0
124,21.13682064019016,0.02535600187583344,INFO ok,0,0.1,1.0,no_op,0
125,28.489154555779017,0.013356677455531547,INFO ok,0,0.1,1.0,no_op,0
126,21.48290275403986,0.021186881090498058,INFO ok,0,0.1,1.0,no_op,0
127,30.474182366821566,0.019933851463610146,INFO ok,0,0.1,1.0,no_op,0
128,22.815827684949127,0.021370651172437194,INFO ok,0,0.1,1.0,no_op,0
129,23.86489922286848,0.015578379088053883,INFO ok,0,0.1,1.0,no_op,0
130,27.183597174790123,0.03507401143737187,INFO ok,0,0.1,1.0,no_op,0
131,29.65280688180622,0.01204159056569189,INFO ok,0,0.1,1.0,no_op,0
132,28.401293541776287,0.032789063091222204,INFO ok,0,0.1,1.0,no_op,0
133,31.622179250140874,0.025475263310873866,INFO ok,0,0.1,1.0,no_op,0
134,32.92375456036741,0.01908207580238524,INFO ok,0,0.1,1.0,no_op,0
135,29.25757422725504,0.0024028017539397227,INFO ok,0,0.1,1.0,no_op,0
136,31.450200193701846,0.03271186390106736,INFO ok,0,0.1,1.0,no_op,0
137,30.573275069269968,0.00673483324937417,INFO ok,0,0.1,1.0,no_op,0
138,26.12929718348943,0.017893571018024076,INFO ok,0,0.1,1.0,no_op,0
139,34.610658925334846,0.02228994019570928,INFO ok,0,0.1,1.0,no_op,0
140,29.68839564897229,0.016021600957177733,INFO ok,0,0.1,1.0,no_op,0
141,35.47837272998582,0.015910159304194628,INFO ok,0,0.1,1.0,no_op,0
142,35.08800674568619,0.02661830133656069,INFO ok,0,0.1,1.0,no_op,0
143,30.679937890383187,0.03078097500683744,INFO ok,0,0.1,1.0,no_op,0
144,31.371734050299857,0.021504957298319388,INFO ok,0,0.1,1.0,no_op,0
145,36.21171984014648,0.019914066743888383,INFO ok,0,0.1,1.0,no_op,0
146,31.98132254955125,0.027648118133492144,INFO ok,0,0.1,1.0,no_op,0
147,29.295988052004944,0.041044555962598595,INFO ok,0,0.1,1.0,no_op,0
148,39.51916035268798,0.03672673534576693,INFO ok,0,0.1,1.0,no_op,0
149,36.65472821522724,0.0018840257551139376,INFO ok,0,0.1,1.0,no_op,0
150,33.052986406990165,0.02512634647595706,INFO ok,0,0.1,1.0,no_op,0
151,40.73397923194399,0.0250992708136882,INFO ok,0,0.1,1.0,no_op,0
152,37.773724524062516,0.014409802216890167,INFO ok,0,0.1,1.0,no_op,0
153,36.45815250439143,0.018054065756618148,INFO ok,0,0.1,1.0,no_op,0
154,40.353559859485614,0.009996856414485333,INFO ok,0,0.1,1.0,no_op,0
155,36.46317790470072,0.04146866530380569,INFO ok,0,0.1,1.0,no_op,0
156,43.870503251440475,0.03869680492769503,INFO ok,0,0.1,1.0,no_op,0
157,39.05712899697922,0.0161709577311128,INFO ok,0,0.1,1.0,no_op,0
158,43.661834133895965,0.01894059862611733,INFO ok,0,0.1,1.0,no_op,0
159,42.370667154588475,0.030594511778079536,INFO ok,0,0.1,1.0,no_op,0
160,39.69842096124504,0.028806130022355256,INFO ok,0,0.1,1.0,no_op,0
161,39.38531406053414,0.0,INFO ok,0,0.1,1.0,no_op,0
